ID,Market,Region,Customer Feedback,NPS,ROUTERID
6369520,Singapore,Central,Over priced bad service,0,22901
6369520,Singapore,Central,Tool slow,0,22902
13594110,Singapore,North-East,"Very unfriendly and rude  in handling disputes with contract renewal, I have switched all my handphones services since then. For wifi service, it's slower than before, I may switch my broadband when it's due for renewal.",0,22903
12105367,Singapore,North-East,It's easy to use and convinient,9,22904
5717190,Singapore,North-East,Seldom have down,10,22905
17443049,Singapore,Central,The rates are competitive and would like to see Starhub proactively provides a lower rate pkg to its customers who are always looking out for some savings.,8,22906
6489042,Singapore,East,Wifi keep getting cut and even connected sometime without internet. Very frustration,0,22907
13117223,Singapore,East,Broadband not stable sometimes.,5,22908
13117223,Singapore,East,No comments,6,22909
19988768,Singapore,North-East,Slow response,3,22910
20978783,Singapore,West,5,5,22911
18877791,Singapore,West,"i need to buy a booster to support the whole house area and once a while, the wifi will disconnect and reconnect.",8,22912
5888552,Singapore,East,Speed is slow and inconsistent even at home,3,22913
5888552,Singapore,East,Network is not always stable. Prices are high,5,22914
6505362,Singapore,West,No issues with broadband except for my older laptop that can take a longer time to pick up the wifi,4,22915
13851394,Singapore,East,1. Broadband speed always unreliable in spite of the fact  that the plan was changed to 2G 2. Package for TV getting more expensive and limited choices,0,22916
22722649,Singapore,North-East,Na,9,22917
5771671,Singapore,Central,There are lapses in the house Wi-Fi. The starhub cable is not working quite well. There are times where the apps cannot be loaded.,7,22918
6346187,Singapore,West,Surfing Speed normal to slow sometimes. Price is competitive with singtel,8,22919
22240430,Singapore,East,I'm subscribed to 2Gb service through 2 routers. But I can barely get 500Mb rate through each!,0,22920
14333989,Singapore,North,-,9,22921
22208989,Singapore,East,The WiFi connection is very poor. My HP bar status 2 or 3 bar but sometime it's not connected.  Because of this is I'm not confident enough to recommend to others. As for the price it's reasonable.,5,22922
15033120,Singapore,West,No comment,7,22923
13745260,Singapore,North-East,Connection can be grainy at times,7,22924
12530842,Singapore,North-East,"StarHub has not shown any appreciation for long-time customers like me. All I get is notifications for bills, reminders for outstanding payments and warnings that there will be a service disruption if payment is not received. I have 2 phone lines and a broadband service and all along I have paid my bills even though late at times. StarHub should be more appreciative to loyal customers especially since there are so many telco service providers out there for people to choose these days.",5,22925
15022560,Singapore,West,Good service from customer support.,8,22926
19193583,Singapore,North-East,"Poor customer service, poor customer experience, low broadband speed, poor router, expensive monthly fees, keep changing packages but no improvement.",0,22927
22166269,Singapore,North-East,Not enjoying the full speed with the price I pay.,10,22928
19764552,Singapore,North-East,"I hv some issue on my Broadband and call up Starhub service to help up, they check and mention technical department will call back. But until now no one call me back n find out. Few month back Until now I can't down load photo when using WiFi at whatsapp n I need to switch WiFi 4G to 5G. I have restart my wifi Rounter and fiber hub any time also the same issue",3,22929
16241298,Singapore,East,Excellent experience since last 4 years - amazing service,10,22930
19171503,Singapore,East,"Wifi at home is terrible. There are only 3 users and our house is not big, I often have to switch to mobile data to load videos. So many instances of network issues last year and hour-long calls to reach customer service who end up not being very helpful. Unpleasant experience overall.",1,22931
18429172,Singapore,East,Price plans not competitive enough n variety of starhub TV programs is getting limited. I like some of the culinary n home improvement n decor TV programs previously on starhub channels but now no longer available .,8,22932
18429172,Singapore,East,Nothing special about the service or plan or pricing.,6,22933
7404364,Singapore,West,Overall experience is pretty good. Router can be improved.,8,22934
7404364,Singapore,West,"StarHub services is one of the best and definitely creative, reliable and competitive.",9,22935
17643880,Singapore,Central,"Slow internet access access after some time. When I started using, the speed was fast and stable, after a year it began to slow down and at times laggy.",0,22936
6344267,Singapore,North,Your broadband is so slow and I am paying more compared to other operators.,0,22937
6527870,Singapore,North,Good service and  better option,10,22938
16176257,Singapore,North,Sometimes no signal and connectivity.,9,22939
20746887,Singapore,West,The internet speed was not as promised. After office hour the speed drop,6,22940
20746887,Singapore,West,The speed is always not as what stated. It always slow,9,22941
11788750,Singapore,West,"Your network is unstable, most of the time, even your 3G/4G is not totally reliable.",5,22942
22379632,Singapore,West,Connection drop off sometimes. Loading of tv also very slow sometimes. Lagging in switching tv channels & have to on-off the setup box in order to watch tv,7,22943
6345227,Singapore,West,There nothing much to watch despite paying so much. Service support is very bad. Tried calling in several times due to equipment faulty. Took me few days and must go through trouble shoot. Waste my time and money,0,22944
15588008,Singapore,East,Promotion pricing not as fantastic as other company.  Should give more price saving promotion for long term loyalty customers for more than 10 yrs,10,22945
5754578,Singapore,West,"Not fill our requirements, it's not functioning properly. Every month collecting rent for router",2,22946
19174383,Singapore,North-East,The google wifi network was unstable initially. But subsequently it was stable.,10,22947
6433549,Singapore,North-East,I freeze quite often on Zoom calls,5,22948
6297707,Singapore,North-East,"Service on the whole is good, but occasional outages. A few spots with weak signal in my home. Likely because of hardware and home layout. But higher bandwidth won't hurt also",9,22949
20828248,Singapore,North-East,Sometimes the speed is slow. Or no Internet at all,9,22950
14391350,Singapore,North,Nothing special,5,22951
6246586,Singapore,West,No disruptions,10,22952
17723321,Singapore,North-East,Act like a scammer. Totally irresponsible and unprofessional. Only when I went to Court you make good your advertising promise. CEO and management should go. Totally unprofessional and incompetent.,0,22953
17723321,Singapore,North-East,Slow Internet.,2,22954
17723321,Singapore,North-East,Very bad router! Cannot support multiple devices connected. Called your CS said nothing they can do,3,22955
17723321,Singapore,North-East,One of the worst I have encountered,0,22956
5925221,Singapore,West,No reason,8,22957
5870260,Singapore,North-East,"Occasionally the data in my plan of 1G drop to 100mbps. Had to get tech support to correct it at starhub end to resume to 1G. Bcos of several of such experiences,  I had to routinely do speed test.",5,22958
5870260,Singapore,North-East,"Very often the speed from 1G drops to less than 100mbs. Often when I tried to on off system it does not work. I had to call up technical support to reset back to 1G before it ran properly again. When I recontact as part of home hub, the Starhub technician at my house told me that the extension lan cable head need to change to new head because there is intermittent and charge me $150 for complete installation of extension. I later discovered that problem was only due to speed drop after he had left.",7,22959
